file_path,version_type,edition_info,volume,page,library,catalog_number,line_count,average_confidence,is_vertical
../data/名录 史记2025-11-6/E史记 三家注明徐孚远陈子龙测议本 1明末刻本/【4】10162 （四）14682 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 （明）徐孚远 陈子龙测议 明末刻本 郭嵩焘批注 湖南师范大学图书馆/湖南师大郭嵩焘批点史记卷端.jpg,E,E史记 三家注明徐孚远陈子龙测议本 1明末刻本,,,湖南师范大学图书馆,4-10162,29,0.9176,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03483 （二）00326 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古大学图书馆/0000013-9.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古大学图书馆,2-03483,8,0.9709,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-06.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,10,0.9887,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07477 （三）11321 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 丁丙跋 南京图书馆/书影/150/000001.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,南京图书馆,3-07477,6,0.9457,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/史记3.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,12,0.9919,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03494 （二）09486 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 皖西学院图书馆#存一百十一卷/史記一百三十卷版本書影/0000019-01.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,皖西学院图书馆,2-03494,24,0.9519,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03484 （二）00501 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中共福建省委党校图书馆/书影350000-2047-0000003/版本书影/350000-2047-0000003-03.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,中共福建省委党校图书馆,2-03484,21,0.9723,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03493 （二）09028 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 李承祥跋 重庆图书馆/卷末a.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,重庆图书馆,2-03493,7,0.9974,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/史记4.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,28,0.9491,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0131.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,复旦大学图书馆,5-11554,11,0.9531,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【2】03474 （二）08299 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 湖南图书馆/3474史记4·湖南图书馆.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,,湖南图书馆,2-03474,8,0.9141,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11554 （五）18311 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 诸洛批校 复旦大学图书馆/IMG_0136.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,复旦大学图书馆,5-11554,8,0.9838,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/史记·李坚重校史记引p1a.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,1a,江西省图书馆,4-10160,5,0.9935,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1797.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,,2-03480,10,0.9805,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1241.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,0,0.0000,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-04.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,吉林市图书馆,3-07475,16,0.9562,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03480 （二）05845 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 西安碑林博物馆/DSG_1799.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,,2-03480,59,0.9565,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【3】07475 （三）04193 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 吉林市图书馆/05 史记集解一百三十卷 明 史 吉林市圖/22-0003-0000005-03.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,吉林市图书馆,3-07475,27,0.9792,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1246.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,41,0.9409,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-4.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,14,0.9505,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-3.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,26,0.9680,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07482 （三）12353 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古社会科学院图书馆/04史记/DSC_0396.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古社会科学院图书馆,3-07482,9,0.9550,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【1】00394 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（卷四十三配清光绪元年杨保彝影宋抄本） 季振宜题款 国家图书馆/00394 史记一百三十卷 国家图书馆3.jpg,B,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本,,,国家图书馆,1-00394,41,0.9845,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03476 （二）03215 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 山东省图书馆/IMG_4550.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,山东省图书馆,2-03476,18,0.9850,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【1】01464 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 新疆大学图书馆/01464史记一百三十卷新大9.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,新疆大学图书馆,1-01464,10,0.9913,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03484 （二）00501 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中共福建省委党校图书馆/书影350000-2047-0000003/破损书影/350000-2047-0000003-03.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,中共福建省委党校图书馆,2-03484,27,0.9756,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07481 （三）07817 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 石家庄市图书馆/史記一百三十卷王延喆刻本 石家莊市圖書館.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,石家庄市图书馆,3-07481,32,0.9152,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/图片4.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,5-11555,76,0.9229,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03484 （二）00501 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中共福建省委党校图书馆/书影350000-2047-0000003/破损书影/350000-2047-0000003-04.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,中共福建省委党校图书馆,2-03484,25,0.9913,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/图片3.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,5-11555,27,0.9472,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07482 （三）12353 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古社会科学院图书馆/04史记/DSC_0398.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古社会科学院图书馆,3-07482,10,0.9633,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/22-0001-0000169-05.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,吉林省图书馆,3-07488,11,0.9749,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【3】07486 （三）07634 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 西安碑林博物馆/史記一百三十卷 明嘉靖九年 序3 碑林博物馆.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,,3-07486,18,0.9704,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【3】07488 （三）00565 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 吉林省图书馆/版本書影/22-0001-0000169-02.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,,吉林省图书馆,3-07488,25,0.9915,是
../data/名录 史记2025-11-6/A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本/【6】12487 （六）03688 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明崇祯十四年（1641）毛氏汲古阁刻本 黄丕烈 王芑孙跋 沈恕校 湖北省图书馆/史記.序.jpg,A,A史记 集解本 5明崇祯十四年（1641）毛氏汲古阁刻本,,,湖北省图书馆,6-12487,6,0.9959,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【6】12488 （六）03033 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 丁晏跋 湖南图书馆/IMG_1235.2.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,湖南图书馆,6-12488,13,0.9447,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本/【2】03496 （二）05445 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖八至九年（1529-1530）南京国子监刻本 潘承弼跋 陕西省图书馆/710000-1001-0000096-02.jpg,C,C史记 集解、索隐、正义三家注本 6明嘉靖八至九年（1529-1530）南京国子监刻本,,,陕西省图书馆,2-03496,15,0.5178,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本/【6】12357 （六）19106 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 元至元二十五年（1288）彭寅翁崇道精舍刻本（卷一百十七至一百二十二配蒙古/增补6-11279 史记一百三十卷 书影003-卷117首叶.jpg,C,C史记 集解、索隐、正义三家注本 3元至元二十五年（1288）彭寅翁崇道精舍刻本,117,,,6-12357,36,0.9023,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本/【5】11433 （五）05121 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋乾道七年（1171）蔡梦弼东塾刻本（配宋淳熙三年张杅桐川郡斋刻八年耿秉重修本，配宋刻十四行/UnNamed0219.jpg,B,B史记 集解、索隐合刻本 1宋乾道七年（1171）蔡梦弼东塾刻本,,,,5-11433,18,0.9645,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本/【2】03475 （二）03223 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德刘弘毅慎独斋刻本 山东省图书馆/IMG_4195.jpg,B,B史记 集解、索隐合刻本 5明正德刘弘毅慎独斋刻本,,,山东省图书馆,2-03475,5,0.9016,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本/【1】01464 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本 新疆大学图书馆/P1030252.jpg,C,C史记 集解、索隐、正义三家注本 8明嘉靖十三年（1534）秦藩朱惟焯刻二十九年（1550）重修本,,1030252,新疆大学图书馆,1-01464,2,0.8435,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07479 （三）01216 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 吉林大学图书馆/史記書影/破損書影/22-0101-0000115-06.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,吉林大学图书馆,3-07479,19,0.9711,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 2宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本/【1】00395 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本 国家图书馆/00395 史记一百三十卷 国家图书馆2.jpg,B,B史记 集解、索隐合刻本 2宋淳熙三年（1176）张杅桐川郡斋刻八年（1181）耿秉重修本,,,国家图书馆,1-00395,28,0.9177,是
../data/名录 史记2025-11-6/A史记 集解本 3明影抄宋绍兴淮南路转运司刻本/【3】07473 （三）01119 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 明影抄宋绍兴淮南路转运司刻本 傅增湘跋 山西博物院#存一百九卷/00223.《史记》一百三十卷1.jpg,A,A史记 集解本 3明影抄宋绍兴淮南路转运司刻本,1,,,3-07473,20,0.9620,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07482 （三）12353 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古社会科学院图书馆/04史记/DSC_0399.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古社会科学院图书馆,3-07482,22,0.9492,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/图片2.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,5-11555,23,0.9798,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03484 （二）00501 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 中共福建省委党校图书馆/书影350000-2047-0000003/破损书影/350000-2047-0000003-02.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,中共福建省委党校图书馆,2-03484,5,0.9615,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本/【2】02630 （二）08889 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 蒙古中统二年（1261）段子成刻明修本 重庆图书馆/殷本記第三P1a.jpg,B,B史记 集解、索隐合刻本 3蒙古中统二年（1261）段子成刻明修本,,1a,重庆图书馆,2-02630,167,0.8647,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【5】11555 （五）07637 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本（有明嘉靖四年汪谅刻本、嘉靖十三年秦/图片5.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,,5-11555,82,0.9332,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03476 （二）03215 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 山东省图书馆/IMG_4551.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,山东省图书馆,2-03476,90,0.6007,否
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/00398 史记一百三十卷 中国书店 元彭寅翁本.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,28,0.9292,是
../data/名录 史记2025-11-6/B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本/【4】10160 （四）00096 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 明正德十三年（1518）邵宗周刻本 欧阳辅跋 江西省图书馆#存一百二十六卷/史记·董浦序p2a.jpg,B,B史记 集解、索隐合刻本 4明正德十三年（1518）邵宗周刻本,,2a,江西省图书馆,4-10160,7,0.9655,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【3】07482 （三）12353 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 内蒙古社会科学院图书馆/04史记/DSC_0397.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,内蒙古社会科学院图书馆,3-07482,9,0.9745,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-2.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,18,0.9402,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 2宋元明清集配本/【1】00398 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 宋元明清集配本 中国书店/百衲本史记-5.jpg,C,C史记 集解、索隐、正义三家注本 2宋元明清集配本,,,,1-00398,13,0.9711,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本/【2】03479 （二）09360 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四年（1525）汪谅刻本 安徽师范大学图书馆/史记集解 3-3安师大.jpg,C,C史记 集解、索隐、正义三家注本 4明嘉靖四年（1525）汪谅刻本,,,安徽师范大学图书馆,2-03479,17,0.9905,是
../data/名录 史记2025-11-6/C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本/【2】03490 （二）08605 史记一百三十卷 （汉）司马迁撰 （南朝宋）裴骃集解 （唐）司马贞索隐 （唐）张守节正义 明嘉靖四至六年（1525-1527）王延喆刻本 甘肃省图书馆/0000035-01.jpg,C,C史记 集解、索隐、正义三家注本 5明嘉靖四至六年（1525-1527）王延喆刻本,,,甘肃省图书馆,2-03490,16,0.9853,是
